ISOPais	País	Tipo	Celebración	Descripción	Fecha	Año	Mes	Día
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2042-12-25	2042	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2042-12-31	2042	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2043-01-01	2043	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2043-01-12	2043	1	12
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2043-03-08	2043	3	8
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2043-03-22	2043	3	22
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2043-03-23	2043	3	23
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2043-03-26	2043	3	26
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2043-03-27	2043	3	27
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2043-03-29	2043	3	29
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2043-04-23	2043	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2043-04-25	2043	4	25
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2043-04-26	2043	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2043-04-29	2043	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2043-05-01	2043	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2043-05-10	2043	5	10
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2043-05-11	2043	5	11
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2043-05-15	2043	5	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2043-06-01	2043	6	1
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2043-06-08	2043	6	8
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2043-06-21	2043	6	21
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2043-06-29	2043	6	29
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2043-07-20	2043	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2043-08-07	2043	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2043-08-17	2043	8	17
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2043-09-19	2043	9	19
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2043-10-12	2043	10	12
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2043-10-31	2043	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2043-11-02	2043	11	2
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2043-11-14	2043	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2043-11-16	2043	11	16
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2043-12-07	2043	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2043-12-08	2043	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2043-12-24	2043	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2043-12-25	2043	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2043-12-31	2043	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2044-01-01	2044	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2044-01-11	2044	1	11
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2044-03-08	2044	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2044-03-21	2044	3	21
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2044-04-10	2044	4	10
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2044-04-14	2044	4	14
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2044-04-15	2044	4	15
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2044-04-17	2044	4	17
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2044-04-23	2044	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2044-04-26	2044	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2044-04-29	2044	4	29
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2044-04-30	2044	4	30
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2044-05-01	2044	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2044-05-08	2044	5	8
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2044-05-15	2044	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2044-05-30	2044	5	30
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2044-06-19	2044	6	19
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2044-06-20	2044	6	20
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2044-06-27	2044	6	27
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2044-07-04	2044	7	4
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2044-07-20	2044	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2044-08-07	2044	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2044-08-15	2044	8	15
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2044-09-17	2044	9	17
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2044-10-17	2044	10	17
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2044-10-31	2044	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2044-11-07	2044	11	7
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2044-11-14	2044	11	14
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2044-11-14	2044	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2044-12-07	2044	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2044-12-08	2044	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2044-12-24	2044	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2044-12-25	2044	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2044-12-31	2044	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2045-01-01	2045	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2045-01-09	2045	1	9
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2045-03-08	2045	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2045-03-20	2045	3	20
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2045-04-02	2045	4	2
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2045-04-06	2045	4	6
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2045-04-07	2045	4	7
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2045-04-09	2045	4	9
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2045-04-23	2045	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2045-04-26	2045	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2045-04-29	2045	4	29
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2045-04-29	2045	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2045-05-01	2045	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2045-05-14	2045	5	14
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2045-05-15	2045	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2045-05-22	2045	5	22
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2045-06-12	2045	6	12
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2045-06-18	2045	6	18
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2045-06-19	2045	6	19
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2045-07-03	2045	7	3
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2045-07-20	2045	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2045-08-07	2045	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2045-08-21	2045	8	21
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2045-09-16	2045	9	16
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2045-10-16	2045	10	16
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2045-10-31	2045	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2045-11-06	2045	11	6
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2045-11-13	2045	11	13
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2045-11-14	2045	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2045-12-07	2045	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2045-12-08	2045	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2045-12-24	2045	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2045-12-25	2045	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2045-12-31	2045	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2046-01-01	2046	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2046-01-08	2046	1	8
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2046-03-08	2046	3	8
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2046-03-18	2046	3	18
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2046-03-19	2046	3	19
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2046-03-22	2046	3	22
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2046-03-23	2046	3	23
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2046-03-25	2046	3	25
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2046-04-23	2046	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2046-04-26	2046	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2046-04-28	2046	4	28
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2046-04-29	2046	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2046-05-01	2046	5	1
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2046-05-07	2046	5	7
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2046-05-13	2046	5	13
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2046-05-15	2046	5	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2046-05-28	2046	5	28
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2046-06-04	2046	6	4
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2046-06-17	2046	6	17
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2046-07-02	2046	7	2
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2046-07-20	2046	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2046-08-07	2046	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2046-08-20	2046	8	20
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2046-09-15	2046	9	15
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2046-10-15	2046	10	15
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2046-10-31	2046	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2046-11-05	2046	11	5
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2046-11-12	2046	11	12
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2046-11-14	2046	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2046-12-07	2046	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2046-12-08	2046	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2046-12-24	2046	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2046-12-25	2046	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2046-12-31	2046	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2047-01-01	2047	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2047-01-07	2047	1	7
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2047-03-08	2047	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2047-03-25	2047	3	25
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2047-04-07	2047	4	7
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2047-04-11	2047	4	11
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2047-04-12	2047	4	12
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2047-04-14	2047	4	14
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2047-04-23	2047	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2047-04-26	2047	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2047-04-27	2047	4	27
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2047-04-29	2047	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2047-05-01	2047	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2047-05-12	2047	5	12
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2047-05-15	2047	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2047-05-27	2047	5	27
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2047-06-16	2047	6	16
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2047-06-17	2047	6	17
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2047-06-24	2047	6	24
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2047-07-01	2047	7	1
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2047-07-20	2047	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2047-08-07	2047	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2047-08-19	2047	8	19
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2047-09-21	2047	9	21
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2047-10-14	2047	10	14
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2047-10-31	2047	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2047-11-04	2047	11	4
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2047-11-11	2047	11	11
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2047-11-14	2047	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2047-12-07	2047	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2047-12-08	2047	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2047-12-24	2047	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2047-12-25	2047	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2047-12-31	2047	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2048-01-01	2048	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2048-01-06	2048	1	6
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2048-03-08	2048	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2048-03-23	2048	3	23
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2048-03-29	2048	3	29
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2048-04-02	2048	4	2
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2048-04-03	2048	4	3
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2048-04-05	2048	4	5
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2048-04-23	2048	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2048-04-25	2048	4	25
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2048-04-26	2048	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2048-04-29	2048	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2048-05-01	2048	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2048-05-10	2048	5	10
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2048-05-15	2048	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2048-05-18	2048	5	18
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2048-06-08	2048	6	8
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2048-06-15	2048	6	15
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2048-06-21	2048	6	21
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2048-06-29	2048	6	29
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2048-07-20	2048	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2048-08-07	2048	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2048-08-17	2048	8	17
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2048-09-19	2048	9	19
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2048-10-12	2048	10	12
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2048-10-31	2048	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2048-11-02	2048	11	2
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2048-11-14	2048	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2048-11-16	2048	11	16
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2048-12-07	2048	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2048-12-08	2048	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2048-12-24	2048	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2048-12-25	2048	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2048-12-31	2048	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2049-01-01	2049	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2049-01-11	2049	1	11
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2049-03-08	2049	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2049-03-22	2049	3	22
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2049-04-11	2049	4	11
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2049-04-15	2049	4	15
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2049-04-16	2049	4	16
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2049-04-18	2049	4	18
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2049-04-23	2049	4	23
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2049-04-24	2049	4	24
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2049-04-26	2049	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2049-04-29	2049	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2049-05-01	2049	5	1
